,설치년도,시도,군구,주소,충전소명,시설구분(대),시설구분(소),기종(대),기종(소),운영기관(대),운영기관(소),급속충전량,충전기타입,이용자제한,충전기ID,충전소ID,위도,경도
0,2018,전라남도,나주시,전라남도 나주시 반남면 자미로 6,반남면사무소,공공시설,주민센터,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,1,ME183010,34.9033498,126.6516778
1,2018,전라남도,나주시,전라남도 나주시 다시면 다시로 175-24,다시면사무소,공공시설,주민센터,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,1,ME183011,35.0191976,126.6369573
2,2018,전라남도,나주시,전라남도 나주시 다도면 다도로 759,다도면사무소,공공시설,주민센터,급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,1,ME183012,34.9471335,126.8271952
3,2018,전라남도,나주시,전라남도 나주시 내동길 15,롯데마트 나주점,상업시설,마트(쇼핑몰),급속,급속(50kW),환경부,환경부(협회),급속(50kW),DC차데모+AC3상+DC콤보,이용가능,1,ME184084,35.013283,126.712774     
4,2018,전라남도,나주시,"전라남도 나주시 송월동 1106-2, 1층",롯데마트 나주점,상업시설,마트(쇼핑몰),급속,급속(100kW멀티),환경부,환경부(협회),급속(100kW멀티),DC차데모+AC3상+DC콤보,이용가능,1,ME18A149,35.013326,126.712845
5,2018,전라남도,나주시,전라남도 나주시 빛가람동 346-1,빛가람전망대 전망대 바로 앞 주차장,관광시설,공원,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,11,ME18A225,35.014085,126.79105
6,2018,전라남도,나주시,전라남도 나주시 빛가람동 346-1,빛가람전망대 전망대 바로 앞 주차장,관광시설,공원,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,12,ME18A225,35.014085,126.79105
7,2018,전라남도,나주시,전라남도 나주시 빛가람로 601,한국농촌경제연구원,공공시설,공공기관,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,11,ME18A226,35.022751,126.778496
8,2018,전라남도,나주시,전라남도 나주시 빛가람로 601,한국농촌경제연구원,공공시설,공공기관,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,12,ME18A226,35.022751,126.778496
9,2019,전라남도,나주시,전라남도 나주시 예향로 4137,나주문화예술회관,교육문화시설,공연장,급속,급속(100kW동시),환경부,환경부(협회),급속(100kW동시),DC콤보,이용가능,11,ME19B122,35.022262,126.71305
10,2019,전라남도,나주시,전라남도 나주시 예향로 4137,나주문화예술회관,교육문화시설,공연장,급속,급속(100kW동시),환경부,환경부(협회),급속(100kW동시),DC콤보,이용가능,12,ME19B122,35.022262,126.71305
11,2019,전라남도,나주시,전라남도 나주시 송월동 1100,나주시의회,공공시설,관공서,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME19B123,35.014588,126.711112
12,2019,전라남도,나주시,전라남도 나주시 송월동 1078-2,나주종합스포츠파크,교육문화시설,경기장,급속,급속(100kW동시),환경부,환경부(협회),급속(100kW동시),DC콤보,이용가능,11,ME19B124,35.012611,126.717464
13,2019,전라남도,나주시,전라남도 나주시 송월동 1078-2,나주종합스포츠파크,교육문화시설,경기장,급속,급속(100kW동시),환경부,환경부(협회),급속(100kW동시),DC콤보,이용가능,12,ME19B124,35.012611,126.717464
14,2019,전라남도,나주시,전라남도 나주시 남평읍 남평리 66,남평재가복지센터,근린생활시설,복지관,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME19B125,35.045171,126.841235
15,2019,전라남도,나주시,전라남도 나주시 성북동 207,성북동 금빛상가공영주차장,주차시설,공영주차장,급속,급속(100kW동시),환경부,환경부(협회),급속(100kW동시),DC콤보,이용가능,11,ME19B176,35.033597,126.719072
16,2019,전라남도,나주시,전라남도 나주시 성북동 207,성북동 금빛상가공영주차장,주차시설,공영주차장,급속,급속(100kW동시),환경부,환경부(협회),급속(100kW동시),DC콤보,이용가능,12,ME19B176,35.033597,126.719072
17,2019,전라남도,나주시,전라남도 나주시 송월동 1356,송월동행정복지센터,공공시설,주민센터,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME19B177,35.01705,126.717222
18,2019,전라남도,나주시,전라남도 나주시 재신길 33,나주세무서,공공시설,관공서,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME19B181,35.023385,126.714616
19,2019,전라남도,나주시,전라남도 나주시 문화로 16,빛가람수질복원센터,공공시설,지자체시설,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME19B215,35.006735,126.772267
20,2019,전라남도,나주시,전라남도 나주시 문화로 16,빛가람수질복원센터,공공시설,지자체시설,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME19B215,35.006735,126.772267
21,2019,전라남도,나주시,전라남도 나주시 왕곡면 덕산리 594-2,나주시농업기술센터,공공시설,지자체시설,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME19B216,34.965881,126.672053
22,2019,전라남도,나주시,전라남도 나주시 왕곡면 덕산리 594-2,나주시농업기술센터,공공시설,지자체시설,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME19B216,34.965881,126.672053
23,2019,전라남도,나주시,전라남도 나주시 진흥길 9,한국인터넷진흥원,공공시설,공공기관,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME19B258,35.019077,126.794668
24,2019,전라남도,나주시,전라남도 나주시 진흥길 9,한국인터넷진흥원,공공시설,공공기관,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME19B258,35.019077,126.794668
25,2019,전라남도,나주시,전라남도 나주시 영산포로 163-4,명성리버텔 인근 공영주차장,주차시설,공영주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME19B259,34.996548,126.708614
26,2019,전라남도,나주시,전라남도 나주시 영산포로 163-4,명성리버텔 인근 공영주차장,주차시설,공영주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME19B259,34.996548,126.708614
27,2019,전라남도,나주시,전라남도 나주시 남평읍 동사리 351-5,남평도시개발 택지개발지구내,주차시설,일반주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME19B260,35.042972,126.851261
28,2019,전라남도,나주시,전라남도 나주시 남평읍 동사리 351-5,남평도시개발 택지개발지구내,주차시설,일반주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME19B260,35.042972,126.851261
29,2019,전라남도,나주시,전라남도 나주시 삼도동 1386-3,나주목사고을시장,주차시설,공영주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME19B271,35.036059,126.724886
30,2019,전라남도,나주시,전라남도 나주시 삼도동 1386-3,나주목사고을시장,주차시설,공영주차장,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME19B271,35.036059,126.724886
31,2019,전라남도,나주시,전라남도 나주시 다도면 판촌리 1414,한전KPS인재개발원,공공시설,공공기관,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME19E167,34.954873,126.849489
32,2019,전라남도,나주시,전라남도 나주시 반남면 신촌리 249-2,국립나주박물관 건너편 공영주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME19E168,34.914599,126.661302
33,2020,전라남도,나주시,전라남도 나주시 금성산길 116,국립나주숲체원,공공시설,지자체시설,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME20B126,35.043077,126.703304
34,2020,전라남도,나주시,전라남도 나주시 늦은맛재길 9,나주시장애인연합회관,공공시설,지자체시설,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,91,ME20B127,35.027018,126.910031
35,2020,전라남도,나주시,전라남도 나주시 남평읍 남평2로 42-14,남평읍사무소 공용주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME20B128,35.046313,126.843975
36,2020,전라남도,나주시,전라남도 나주시 세남로 1508,농업기술원1,공공시설,지자체시설,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME20B224,35.022518,126.829812
37,2020,전라남도,나주시,전라남도 나주시 세남로 1508,농업기술원1,공공시설,지자체시설,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME20B224,35.022518,126.829812
38,2021,전라남도,나주시,전라남도 나주시 공산면 공산로 113-2,공산면보건지소,근린생활시설,보건소,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME21B120,34.941772,126.6092294
39,2021,전라남도,나주시,전라남도 나주시 빛가람동 891-2,빛가람 공영주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME21B121,35.0258431,126.7970766
40,2021,전라남도,나주시,전라남도 나주시 이창1길 39,나주시일자리종합지원센터,공공시설,공공기관,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME21B1A8,34.9964418,126.7102694
41,2021,전라남도,나주시,전라남도 나주시 영산로 5415-22,나주경찰서,근린생활시설,경찰서,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME21B205,35.0380636,126.7210761
42,2021,전라남도,나주시,전라남도 나주시 영산로 5415-22,나주경찰서,근린생활시설,경찰서,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,2,ME21B205,35.0380636,126.7210761
43,2021,전라남도,나주시,전라남도 나주시 공산면 공산로 96-1,공산 공영주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,1,ME21B241,34.9414251,126.6111142
44,2021,전라남도,나주시,전라남도 나주시 공산면 공산로 96-1,공산 공영주차장,주차시설,공영주차장,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용가능,2,ME21B241,34.9414251,126.6111142
45,2021,전라남도,나주시,전라남도 나주시 풍물시장2길 57-32,나주시보건소,공공시설,공공기관,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,21,ME21C294,34.9952489,126.7075698
46,2021,전라남도,나주시,전라남도 나주시 풍물시장2길 57-32,나주시보건소,공공시설,공공기관,급속,급속(200kW동시),환경부,환경부(협회),급속(200kW동시),DC콤보,이용가능,22,ME21C294,34.9952489,126.7075698
47,2021,전라남도,나주시,전라남도 나주시 반남면 고분로 712,반남초등학교,교육문화시설,학교,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용자제한,91,ME21E124,34.9119203,126.6586367
48,2021,전라남도,나주시,전라남도 나주시 문평면 문평로 15,문평초등학교,교육문화시설,학교,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용자제한,91,ME21E125,35.0584803,126.605199
49,2021,전라남도,나주시,전라남도 나주시 동강면 동강로 595,동강초등학교,교육문화시설,학교,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용자제한,91,ME21E126,34.9376576,126.5652675
50,2021,전라남도,나주시,전라남도 나주시 공산면 금곡리 737,공산초등학교,교육문화시설,학교,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용자제한,91,ME21E127,34.9413837,126.6121108
51,2021,전라남도,나주시,전라남도 나주시 산포면 세남로 1354,나주이화학교,교육문화시설,학교,급속,급속(100kW단독),환경부,환경부(협회),급속(100kW단독),DC콤보,이용자제한,91,ME21E128,35.0113931,126.823229
52,2022,전라남도,나주시,전라남도 나주시 왕곡면 혁신산단로 160,남부산전 충전소,기타시설,기타,급속,DC콤보,타기관,엔비플러스,,DC콤보,이용자제한,1,NBNB0010,35.0,127.0
53,2022,전라남도,나주시,전라남도 나주시 왕곡면 혁신산단로 160,남부산전 급속 충전소,기타시설,기타,급속,DC콤보,타기관,엔비플러스,,DC콤보,이용가능,1,NBNB5547,34.96960238,126.69161890
54,2022,전라남도,나주시,전라남도 나주시 나주로 54,LG화학나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관,LG유플러스,,AC완속,이용자제한,1,LU000311,35.025880277,126.71955941
55,2022,전라남도,나주시,전라남도 나주시 나주로 54,LG화학나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관,LG유플러스,,AC완속,이용자제한,2,LU000311,35.025880277,126.71955941
56,2022,전라남도,나주시,전라남도 나주시 나주로 54,LG화학나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관,LG유플러스,,AC완속,이용자제한,3,LU000311,35.025880277,126.71955941
57,2022,전라남도,나주시,전라남도 나주시 나주로 54,LG화학나주공장,공동주택시설,사업장(사옥),완속,AC완속,타기관,LG유플러스,,AC완속,이용자제한,4,LU000311,35.025880277,126.71955941
58,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,1,LU000805,35.0431866,126.8485291
59,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,2,LU000805,35.0431866,126.8485291
60,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,3,LU000805,35.0431866,126.8485291
61,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,4,LU000805,35.0431866,126.8485291
62,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,5,LU000805,35.0431866,126.8485291
63,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,6,LU000805,35.0431866,126.8485291
64,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,7,LU000805,35.0431866,126.8485291
65,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,8,LU000805,35.0431866,126.8485291
66,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,9,LU000805,35.0431866,126.8485291
67,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,10,LU000805,35.0431866,126.8485291
68,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,11,LU000805,35.0431866,126.8485291
69,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,12,LU000805,35.0431866,126.8485291
70,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,13,LU000805,35.0431866,126.8485291
71,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,14,LU000805,35.0431866,126.8485291
72,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,15,LU000805,35.0431866,126.8485291
73,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,16,LU000805,35.0431866,126.8485291
74,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,17,LU000805,35.0431866,126.8485291
75,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,18,LU000805,35.0431866,126.8485291
76,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,19,LU000805,35.0431866,126.8485291
77,2023,전라남도,나주시,전라남도 나주시 남평읍 강변1길 21-31,나주양우내안애리버시티1차,공동주택시설,아파트,완속,AC완속,타기관(보조금),LG유플러스,,AC완속,이용가능,20,LU000805,35.0431866,126.8485291
78,2021,전라남도,나주시,전라남도 나주시 송월3길 19,국민건강보험공단 나주지사,공동주택시설,사업장(사옥),완속,AC완속,타기관,제주전기자동차서비스,,AC완속,이용자제한,1,JE180005,35.01697464,126.71493855
79,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,1,HY000402,35.041722,126.716512
80,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,2,HY000402,35.041722,126.716512
81,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,3,HY000402,35.041722,126.716512
82,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,4,HY000402,35.041722,126.716512
83,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,5,HY000402,35.041722,126.716512
84,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,6,HY000402,35.041722,126.716512
85,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,7,HY000402,35.041722,126.716512
86,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,8,HY000402,35.041722,126.716512
87,2023,전라남도,나주시,전라남도 나주시 대호길 59-15,나주 대호2차 대방노블랜드,공동주택시설,아파트,완속,AC완속,타기관,현대엔지니어링,,AC완속,이용가능,9,HY000402,35.041722,126.716512
88,2015,전라남도,나주시,전라남도 나주시 나주역길 56,나주역(KTX),주차시설,일반주차장,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,1,KP000093,35.01423928,126.7170012
89,2015,전라남도,나주시,전라남도 나주시 나주역길 56,나주역(KTX),주차시설,일반주차장,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,2,KP000093,35.01423928,126.7170012
90,2013,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000094,35.018278,126.713128
91,2015,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,2,KP000094,35.018278,126.713128
92,2016,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,3,KP000094,35.018278,126.713128
93,2017,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,4,KP000094,35.018278,126.713128
94,2017,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,5,KP000094,35.018278,126.713128
95,2017,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,6,KP000094,35.018278,126.713128
96,2017,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,7,KP000094,35.018278,126.713128
97,2017,전라남도,나주시,전라남도 나주시 왕건길 53,나주지사,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,8,KP000094,35.018278,126.713128
98,2015,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,급속,DC차데모+AC3상,타기관,한국전력,,DC차데모+AC3상,이용가능,1,KP000293,35.02519921830,126.7831394268
99,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,2,KP000293,35.02519921830,126.7831394268
100,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,3,KP000293,35.02519921830,126.7831394268
101,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,4,KP000293,35.02519921830,126.7831394268
102,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,5,KP000293,35.02519921830,126.7831394268
103,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,6,KP000293,35.02519921830,126.7831394268
104,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,7,KP000293,35.02519921830,126.7831394268
105,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 남측주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용가능,8,KP000293,35.02519921830,126.7831394268
106,2015,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 파빌리온주차장,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000294,35.02585921249,126.7855264720
107,2018,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 파빌리온주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,2,KP000294,35.02585921249,126.7855264720
108,2015,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 파빌리온주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,3,KP000294,35.02585921249,126.7855264720
109,2015,전라남도,나주시,전라남도 나주시 전력로 55,한전본사 파빌리온주차장,공공시설,공공기관,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,4,KP000294,35.02585921249,126.7855264720
110,2017,전라남도,나주시,전라남도 나주시 송월동 100,나주시청,공공시설,지자체시설,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000356,35.016012,126.710849
111,2017,전라남도,나주시,전라남도 나주시 성북동 145-4,성북동 주민센터,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000357,35.035014,126.719404
112,2017,전라남도,나주시,전라남도 나주시 이창동 511-9,이창동 주민센터,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000358,34.997378,126.71026
113,2017,전라남도,나주시,전라남도 나주시 다시면 회진리 163,천연염색문화관,공공시설,지자체시설,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000359,34.994373,126.662845
114,2017,전라남도,나주시,전라남도 나주시 반남면 신촌리 262-1,반남국립박물관,관광시설,박물관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000360,34.91514,126.658934
115,2017,전라남도,나주시,전라남도 나주시 건재로 185,동신대학교,교육문화시설,학교,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000361,35.049913,126.717717
116,2017,전라남도,나주시,전라남도 나주시 빛가람로 719,빛가람 주민센터,공공시설,공공기관,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용가능,1,KP000362,35.022004,126.790381
117,2016,전라남도,나주시,전라남도 나주시 한빛로 61,빛가람 우미린 아파트,공동주택시설,아파트,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용자제한,1,KP000634,35.0275862859,126.7792622187
118,2017,전라남도,나주시,전라남도 나주시 한빛로 61,빛가람 우미린 아파트,공동주택시설,아파트,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,2,KP000634,35.0275862859,126.7792622187
119,2017,전라남도,나주시,전라남도 나주시 빛가람동 그린로 328,광주전남혁신1단지부영 아파트,공동주택시설,아파트,급속,DC차데모+AC3상+DC콤보,타기관,한국전력,,DC차데모+AC3상+DC콤보,이용자제한,1,KP000876,35.0169874257,126.7965363305
120,2017,전라남도,나주시,전라남도 나주시 빛가람동 그린로 328,광주전남혁신1단지부영 아파트,공동주택시설,아파트,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,2,KP000876,35.0169874257,126.7965363305
121,2017,전라남도,나주시,전라남도 나주시 빛가람동 그린로 328,광주전남혁신1단지부영 아파트,공동주택시설,아파트,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,3,KP000876,35.0169874257,126.7965363305
122,2017,전라남도,나주시,전라남도 나주시 빛가람동 그린로 328,광주전남혁신1단지부영 아파트,공동주택시설,아파트,완속,AC완속,타기관,한국전력,,AC완속,이용자제한,4,KP000876,35.0169874257,126.7965363305
